0.756342 	-5.18202e-05 	4.73413e-05 	1.23695e-06
0.757861 	-0.000114538 	0.000104609 	2.74173e-06
0.75938 	-0.000170129 	0.000157102 	4.10087e-06
0.760898 	-0.000225597 	0.000209561 	5.46009e-06
0.762417 	-0.000275781 	0.000259737 	6.66702e-06
0.763936 	-0.000324948 	0.0003095 	7.83133e-06
0.765455 	-0.000376339 	0.000362232 	8.98304e-06
0.766973 	-0.000427617 	0.000415817 	1.00666e-05
0.768492 	-0.000479894 	0.000470974 	1.11914e-05
0.770011 	-0.000531646 	0.000528708 	1.22372e-05
0.77153 	-0.000583398 	0.000586442 	1.3283e-05
0.773049 	-0.00063535 	0.000646135 	1.44048e-05
0.774567 	-0.000688796 	0.000704967 	1.54924e-05
0.776086 	-0.000743557 	0.00076398 	1.65582e-05
0.777605 	-0.000799909 	0.00082245 	1.77855e-05
0.779124 	-0.000853843 	0.000878657 	1.8904e-05
0.780642 	-0.000909406 	0.000934801 	2.00028e-05
0.782161 	-0.000958927 	0.000987422 	2.11765e-05
0.78368 	-0.00101047 	0.00103944 	2.2276e-05
0.785199 	-0.00106698 	0.00109146 	2.33968e-05
0.786717 	-0.00111784 	0.00114229 	2.45407e-05
0.788236 	-0.00117111 	0.00119325 	2.55963e-05
0.789755 	-0.00122994 	0.00124499 	2.65701e-05
0.791274 	-0.00127951 	0.00129561 	2.76633e-05
0.792792 	-0.00133234 	0.00134592 	2.86077e-05
0.794311 	-0.00138517 	0.00139622 	2.95521e-05
0.79583 	-0.00143882 	0.00144522 	3.05034e-05
0.797349 	-0.00149045 	0.00149365 	3.14116e-05
0.798867 	-0.00154207 	0.00154208 	3.23197e-05
0.800386 	-0.00159551 	0.00158993 	3.33069e-05
0.801905 	-0.00164521 	0.00163597 	3.42005e-05
0.803424 	-0.00169491 	0.00168201 	3.50941e-05
0.804942 	-0.00174569 	0.00172782 	3.59838e-05
0.806461 	-0.00179316 	0.00177094 	3.69138e-05
0.80798 	-0.00183818 	0.0018125 	3.76947e-05
0.809499 	-0.0018832 	0.00185406 	3.84755e-05
0.811018 	-0.00192881 	0.00189302 	3.92529e-05
0.812536 	-0.00196788 	0.00193008 	3.99606e-05
0.814055 	-0.00200767 	0.00196623 	4.06352e-05
0.815574 	-0.00204745 	0.00200238 	4.13098e-05
0.817093 	-0.00208593 	0.00203569 	4.20788e-05
0.818611 	-0.00212105 	0.00206767 	4.27209e-05
0.82013 	-0.00215617 	0.00209966 	4.33631e-05
0.821649 	-0.0021913 	0.00213165 	4.40052e-05
0.823168 	-0.0022254 	0.00216215 	4.47897e-05
0.824686 	-0.00225687 	0.00219102 	4.54024e-05
0.826205 	-0.00228834 	0.0022199 	4.6015e-05
0.827724 	-0.00231981 	0.00224878 	4.66277e-05
0.829243 	-0.00235088 	0.00227603 	4.73995e-05
0.830761 	-0.00237659 	0.00229944 	4.79958e-05
0.83228 	-0.00240229 	0.00232285 	4.85922e-05
0.833799 	-0.002428 	0.00234626 	4.91885e-05
0.835318 	-0.00244432 	0.00236112 	4.97734e-05
0.836836 	-0.0024685 	0.0023837 	5.05371e-05
0.838355 	-0.00248624 	0.0024007 	5.11325e-05
0.839874 	-0.00250398 	0.0024177 	5.17279e-05
0.841393 	-0.00251102 	0.00242699 	5.21716e-05
0.842911 	-0.00253006 	0.00244462 	5.3096e-05
0.84443 	-0.00254271 	0.00245762 	5.36967e-05
0.845949 	-0.00255536 	0.00247062 	5.42975e-05
0.847468 	-0.00256802 	0.00248363 	5.48982e-05
0.848986 	-0.00257053 	0.00248998 	5.5522e-05
0.850505 	-0.00258284 	0.00250178 	5.6221e-05
0.852024 	-0.00258849 	0.00250971 	5.67732e-05
0.853543 	-0.00259415 	0.00251764 	5.73254e-05
0.855062 	-0.0025998 	0.00252557 	5.78776e-05
0.85658 	-0.00259114 	0.00252484 	5.84462e-05
0.858099 	-0.00258752 	0.00252651 	5.89308e-05
0.859618 	-0.0025839 	0.00252818 	5.94154e-05
0.861137 	-0.00258028 	0.00252984 	5.99e-05
0.862655 	-0.0025466 	0.00251823 	5.99501e-05
0.864174 	-0.00255561 	0.00252306 	6.07831e-05
0.865693 	-0.00254392 	0.00251999 	6.12662e-05
0.867212 	-0.00253223 	0.00251692 	6.17493e-05
0.86873 	-0.00252054 	0.00251386 	6.22324e-05
0.870249 	-0.00246819 	0.00249567 	6.21893e-05
0.871768 	-0.00247742 	0.0024986 	6.30642e-05
0.873287 	-0.00245692 	0.00249114 	6.35589e-05
0.874805 	-0.00243643 	0.00248368 	6.40536e-05
0.876324 	-0.00241594 	0.00247622 	6.45483e-05
0.877843 	-0.00238342 	0.00246483 	6.49016e-05
0.879362 	-0.00234983 	0.00245027 	6.53172e-05
0.88088 	-0.00231838 	0.00243765 	6.57898e-05
0.882399 	-0.00228692 	0.00242502 	6.62624e-05
0.883918 	-0.00225546 	0.00241239 	6.67349e-05
0.885437 	-0.002224 	0.00239977 	6.72075e-05
0.886955 	-0.00211083 	0.00236269 	6.68379e-05
0.888474 	-0.00212234 	0.00235934 	6.78769e-05
0.889993 	-0.00208015 	0.00234238 	6.83017e-05
0.891512 	-0.00203796 	0.00232542 	6.87264e-05
0.893031 	-0.00199577 	0.00230847 	6.91512e-05
0.894549 	-0.00187831 	0.00227437 	6.879e-05
0.896068 	-0.00187477 	0.00226235 	6.98101e-05
0.897587 	-0.0018211 	0.00224157 	7.01723e-05
0.899106 	-0.00176743 	0.0022208 	7.05344e-05
0.900624 	-0.00171376 	0.00220002 	7.08966e-05
0.902143 	-0.00166008 	0.00217925 	7.12587e-05
0.903662 	-0.00141902 	0.00212354 	6.96959e-05
0.905181 	-0.00150161 	0.00212271 	7.19329e-05
0.906699 	-0.00143368 	0.0020979 	7.22594e-05
0.908218 	-0.00136574 	0.0020731 	7.25859e-05
0.909737 	-0.00129781 	0.00204829 	7.29124e-05
0.911256 	-0.00122988 	0.00202349 	7.32388e-05
0.912774 	-0.00098002 	0.00197162 	7.17701e-05
0.914293 	-0.00103256 	0.0019591 	7.41081e-05
0.915812 	-0.000950275 	0.00193121 	7.43855e-05
0.917331 	-0.000867994 	0.00190331 	7.46629e-05
0.918849 	-0.000785713 	0.00187542 	7.49404e-05
0.920368 	-0.000703432 	0.00184752 	7.52178e-05
0.921887 	-0.000392592 	0.0017963 	7.27418e-05
0.923406 	-0.00047084 	0.00177844 	7.6077e-05
0.924924 	-0.000373142 	0.00174807 	7.62415e-05
0.926443 	-0.000275444 	0.0017177 	7.6406e-05
0.927962 	-0.000177746 	0.00168734 	7.65705e-05
0.929481 	-8.00485e-05 	0.00165697 	7.6735e-05
0.930999 	0.000186347 	0.00161681 	7.45079e-05
0.932518 	0.000188709 	0.00158508 	7.74671e-05
0.934037 	0.000302276 	0.00155295 	7.74334e-05
0.935556 	0.000415842 	0.00152082 	7.73996e-05
0.937075 	0.000529409 	0.00148869 	7.73659e-05
0.938593 	0.000642975 	0.00145656 	7.73321e-05
0.940112 	0.000756542 	0.00142443 	7.72984e-05
0.941631 	0.00105249 	0.00138588 	7.49551e-05
0.94315 	0.00107364 	0.00135074 	7.71636e-05
0.944668 	0.00120292 	0.00131792 	7.69213e-05
0.946187 	0.0013322 	0.00128509 	7.6679e-05
0.947706 	0.00146147 	0.00125227 	7.64367e-05
0.949225 	0.00159075 	0.00121944 	7.61943e-05
0.950743 	0.00184112 	0.00119063 	7.38562e-05
0.952262 	0.00194775 	0.00114963 	7.52908e-05
0.953781 	0.00207979 	0.00111598 	7.53334e-05
0.9553 	0.00222527 	0.00108329 	7.50619e-05
0.956818 	0.00237075 	0.00105061 	7.47905e-05
0.958337 	0.00251623 	0.00101793 	7.4519e-05
0.959856 	0.00266171 	0.000985243 	7.42476e-05
0.961375 	0.00297373 	0.000966679 	7.09303e-05
0.962893 	0.00304509 	0.000918288 	7.35033e-05
0.964412 	0.00320532 	0.000886918 	7.33103e-05
0.965931 	0.00336555 	0.000855548 	7.31173e-05
0.96745 	0.00352577 	0.000824177 	7.29244e-05
0.968968 	0.003686 	0.000792807 	7.27314e-05
0.970487 	0.00384623 	0.000761437 	7.25384e-05
0.972006 	0.00412816 	0.000748496 	6.9885e-05
0.973525 	0.00427155 	0.000706509 	7.11468e-05
0.975044 	0.00442765 	0.000673784 	7.14673e-05
0.976562 	0.0046007 	0.000644635 	7.13346e-05
0.978081 	0.00477375 	0.000615485 	7.12019e-05
0.9796 	0.0049468 	0.000586335 	7.10692e-05
0.981119 	0.00511986 	0.000557186 	7.09365e-05
0.982637 	0.00531603 	0.000533373 	7.02804e-05
0.984156 	0.00561629 	0.000528192 	6.7716e-05
0.985675 	0.00573432 	0.000480222 	6.95081e-05
0.987194 	0.00591828 	0.000454364 	6.93595e-05
0.988712 	0.00610223 	0.000428506 	6.92109e-05
0.990231 	0.00628618 	0.000402648 	6.90623e-05
0.99175 	0.00647013 	0.000376791 	6.89138e-05
0.993269 	0.00665408 	0.000350933 	6.87652e-05
0.994787 	0.00695337 	0.000367152 	6.5488e-05
0.996306 	0.00710131 	0.000315108 	6.69069e-05
0.997825 	0.00729233 	0.000293539 	6.65907e-05
0.999344 	0.00748336 	0.000271971 	6.62745e-05
1.00086 	0.00767438 	0.000250402 	6.59583e-05
1.00238 	0.00786541 	0.000228834 	6.56421e-05
1.0039 	0.00805643 	0.000207265 	6.53259e-05
1.00542 	0.00824746 	0.000185697 	6.50097e-05
1.00694 	0.00853442 	0.000221732 	6.12489e-05
1.00846 	0.00869311 	0.000163377 	6.20324e-05
1.00997 	0.00888808 	0.000146057 	6.14132e-05
1.01149 	0.00908306 	0.000128737 	6.07941e-05
1.01301 	0.00927804 	0.000111417 	6.0175e-05
1.01453 	0.00947301 	9.40967e-05 	5.95558e-05
1.01605 	0.00966799 	7.67767e-05 	5.89367e-05
1.01757 	0.00986297 	5.94566e-05 	5.83176e-05
1.01909 	0.0101017 	0.000100524 	5.53844e-05
1.02061 	0.0103002 	4.88775e-05 	5.45416e-05
1.02213 	0.0104965 	3.63998e-05 	5.36459e-05
1.02364 	0.0106928 	2.39221e-05 	5.27502e-05
1.02516 	0.0108891 	1.14444e-05 	5.18546e-05
1.02668 	0.0110855 	-1.03326e-06 	5.09589e-05
1.0282 	0.0112818 	-1.35109e-05 	5.00632e-05
1.02972 	0.0114781 	-2.59886e-05 	4.91675e-05
1.03124 	0.011665 	9.15076e-06 	4.7749e-05
1.03276 	0.0118957 	-2.36063e-05 	4.56348e-05
1.03428 	0.012091 	-3.31057e-05 	4.45927e-05
1.03579 	0.0122842 	-4.06697e-05 	4.36055e-05
1.03731 	0.0124774 	-4.82338e-05 	4.26183e-05
1.03883 	0.0126705 	-5.57978e-05 	4.16311e-05
1.04035 	0.0128637 	-6.33618e-05 	4.06439e-05
1.04187 	0.0130569 	-7.09258e-05 	3.96567e-05
1.04339 	0.0132319 	-6.35044e-05 	3.88864e-05
1.04491 	0.0134038 	-4.37032e-05 	3.78128e-05
1.04643 	0.0136311 	-6.54375e-05 	3.5849e-05
1.04794 	0.0138173 	-6.83479e-05 	3.48072e-05
1.04946 	0.0140036 	-7.12582e-05 	3.37654e-05
1.05098 	0.0141898 	-7.41686e-05 	3.27236e-05
1.0525 	0.0143761 	-7.70789e-05 	3.16818e-05
1.05402 	0.0145623 	-7.99893e-05 	3.064e-05
1.05554 	0.0147486 	-8.28996e-05 	2.95982e-05
1.05706 	0.014871 	-5.8032e-05 	2.9516e-05
1.05858 	0.0150749 	-5.80919e-05 	2.8004e-05
1.06009 	0.0152795 	-6.43031e-05 	2.64169e-05
1.06161 	0.0154559 	-6.28866e-05 	2.52715e-05
1.06313 	0.0156323 	-6.14701e-05 	2.41262e-05
1.06465 	0.0158087 	-6.00536e-05 	2.29809e-05
1.06617 	0.0159851 	-5.86371e-05 	2.18355e-05
1.06769 	0.0161615 	-5.72206e-05 	2.06902e-05
1.06921 	0.0163379 	-5.5804e-05 	1.95448e-05
1.07073 	0.0164235 	-3.06542e-05 	1.95959e-05
1.07224 	0.0166198 	-2.72028e-05 	1.84283e-05
1.07376 	0.0168146 	-2.73667e-05 	1.69805e-05
1.07528 	0.0169783 	-2.23261e-05 	1.57792e-05
1.0768 	0.017142 	-1.72855e-05 	1.45779e-05
1.07832 	0.0173057 	-1.22448e-05 	1.33766e-05
